id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
315.0,4.0,1494.0,1.0,2.0,29.0,1.0,2.0,>=200,existing paid,new car,no known savings,<1,male single,none,real estate,none,own,unskilled resident,none,no,good
316.0,36.0,2746.0,4.0,4.0,31.0,1.0,1.0,<0,all paid,furniture/equipment,<100,>=7,male single,none,car,bank,own,skilled,none,yes,bad
317.0,12.0,708.0,2.0,3.0,38.0,1.0,2.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,guarantor,life insurance,none,own,unskilled resident,none,yes,good
318.0,24.0,4351.0,1.0,4.0,48.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,no known savings,1<=X<4,female div/dep/mar,none,life insurance,none,own,unskilled resident,yes,yes,good
319.0,12.0,701.0,4.0,2.0,32.0,2.0,1.0,no checking,critical/other existing credit,education,<100,1<=X<4,male single,none,car,none,own,skilled,none,yes,good
320.0,15.0,3643.0,1.0,4.0,27.0,2.0,1.0,<0,delayed previously,furniture/equipment,<100,>=7,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,yes,good
321.0,30.0,4249.0,4.0,2.0,28.0,2.0,1.0,0<=X<200,critical/other existing credit,new car,<100,unemployed,male mar/wid,none,car,none,own,high qualif/self emp/mgmt,none,yes,bad
322.0,24.0,1938.0,4.0,3.0,32.0,1.0,1.0,<0,existing paid,radio/tv,<100,<1,male div/sep,none,life insurance,none,own,skilled,none,yes,bad
323.0,24.0,2910.0,2.0,1.0,34.0,1.0,1.0,<0,existing paid,used car,<100,4<=X<7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
324.0,18.0,2659.0,4.0,2.0,28.0,1.0,1.0,<0,existing paid,furniture/equipment,>=1000,1<=X<4,male single,none,car,none,own,skilled,none,yes,good
325.0,18.0,1028.0,4.0,3.0,36.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
326.0,8.0,3398.0,1.0,4.0,39.0,2.0,1.0,<0,critical/other existing credit,new car,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,no,good
327.0,12.0,5801.0,2.0,4.0,49.0,1.0,1.0,no checking,critical/other existing credit,furniture/equipment,no known savings,>=7,male single,none,life insurance,none,rent,skilled,yes,yes,good
328.0,24.0,1525.0,4.0,3.0,34.0,1.0,2.0,no checking,existing paid,new car,>=1000,4<=X<7,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
329.0,36.0,4473.0,4.0,2.0,31.0,1.0,1.0,>=200,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,good
330.0,6.0,1068.0,4.0,4.0,28.0,1.0,2.0,0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,good
331.0,24.0,6615.0,2.0,4.0,75.0,2.0,1.0,<0,critical/other existing credit,used car,<100,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
332.0,18.0,1864.0,4.0,2.0,30.0,2.0,1.0,no checking,critical/other existing credit,education,100<=X<500,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
333.0,60.0,7408.0,4.0,2.0,24.0,1.0,1.0,0<=X<200,existing paid,new car,100<=X<500,<1,female div/dep/mar,none,life insurance,none,own,high qualif/self emp/mgmt,none,yes,bad
334.0,48.0,11590.0,2.0,4.0,24.0,2.0,1.0,no checking,critical/other existing credit,used car,100<=X<500,1<=X<4,female div/dep/mar,none,car,bank,rent,unskilled resident,none,yes,bad
335.0,24.0,4110.0,3.0,4.0,23.0,2.0,2.0,<0,no credits/all paid,furniture/equipment,<100,>=7,male single,none,no known property,bank,rent,skilled,none,yes,bad
336.0,6.0,3384.0,1.0,4.0,44.0,1.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,male div/sep,none,real estate,none,rent,high qualif/self emp/mgmt,yes,yes,bad
337.0,13.0,2101.0,2.0,4.0,23.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,female div/dep/mar,guarantor,life insurance,none,own,unskilled resident,none,yes,good
338.0,15.0,1275.0,4.0,2.0,24.0,1.0,1.0,<0,existing paid,domestic appliance,no known savings,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,none,yes,bad
339.0,24.0,4169.0,4.0,4.0,28.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,good
340.0,10.0,1521.0,4.0,2.0,31.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,1<=X<4,male div/sep,none,car,none,own,unskilled resident,none,yes,good
341.0,24.0,5743.0,2.0,4.0,24.0,2.0,1.0,0<=X<200,critical/other existing credit,education,<100,<1,female div/dep/mar,none,no known property,none,for free,skilled,yes,yes,good
342.0,21.0,3599.0,1.0,4.0,26.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,car,none,rent,unskilled resident,none,yes,good
343.0,18.0,3213.0,1.0,3.0,25.0,1.0,1.0,0<=X<200,existing paid,radio/tv,500<=X<1000,<1,male mar/wid,none,real estate,none,rent,skilled,none,yes,good
344.0,18.0,4439.0,1.0,1.0,33.0,1.0,1.0,0<=X<200,existing paid,business,<100,>=7,male single,co applicant,real estate,bank,own,high qualif/self emp/mgmt,yes,yes,good
345.0,10.0,3949.0,1.0,1.0,37.0,1.0,2.0,>=200,existing paid,new car,<100,<1,male single,guarantor,life insurance,none,own,unskilled resident,none,yes,good
346.0,15.0,1459.0,4.0,2.0,43.0,1.0,1.0,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,good
347.0,13.0,882.0,4.0,4.0,23.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,<1,male single,guarantor,real estate,none,own,skilled,none,yes,good
348.0,24.0,3758.0,1.0,4.0,23.0,1.0,1.0,0<=X<200,existing paid,radio/tv,500<=X<1000,unemployed,female div/dep/mar,none,no known property,none,rent,unemp/unskilled non res,none,yes,good
349.0,6.0,1743.0,1.0,2.0,34.0,2.0,1.0,no checking,delayed previously,business,100<=X<500,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
350.0,9.0,1136.0,4.0,3.0,32.0,2.0,2.0,0<=X<200,critical/other existing credit,education,>=1000,>=7,male single,none,no known property,none,for free,skilled,none,yes,bad
351.0,9.0,1236.0,1.0,4.0,23.0,1.0,1.0,no checking,existing paid,domestic appliance,<100,<1,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,good
352.0,9.0,959.0,1.0,2.0,29.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,no,bad
353.0,18.0,3229.0,2.0,4.0,38.0,1.0,1.0,no checking,critical/other existing credit,used car,no known savings,unemployed,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
354.0,12.0,6199.0,4.0,2.0,28.0,2.0,1.0,<0,no credits/all paid,radio/tv,<100,1<=X<4,male single,none,life insurance,none,rent,skilled,yes,yes,bad
355.0,10.0,727.0,4.0,4.0,46.0,1.0,1.0,no checking,existing paid,education,500<=X<1000,>=7,male single,none,no known property,none,for free,skilled,yes,yes,good
356.0,24.0,1246.0,4.0,2.0,23.0,1.0,1.0,0<=X<200,existing paid,new car,<100,<1,male single,none,real estate,stores,own,unskilled resident,none,yes,bad
357.0,12.0,2331.0,1.0,4.0,49.0,1.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,co applicant,real estate,none,own,skilled,yes,yes,good
358.0,36.0,4463.0,4.0,2.0,26.0,2.0,1.0,no checking,delayed previously,radio/tv,<100,1<=X<4,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
359.0,12.0,776.0,4.0,2.0,28.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,none,yes,good
360.0,30.0,2406.0,4.0,4.0,23.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,bad
361.0,18.0,1239.0,4.0,4.0,61.0,1.0,1.0,0<=X<200,existing paid,education,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,good
362.0,12.0,3399.0,2.0,3.0,37.0,1.0,1.0,>=200,existing paid,radio/tv,no known savings,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
363.0,12.0,2247.0,2.0,2.0,36.0,2.0,1.0,>=200,delayed previously,new car,<100,1<=X<4,female div/dep/mar,none,car,stores,own,skilled,yes,yes,good
364.0,6.0,1766.0,1.0,2.0,21.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,1<=X<4,male mar/wid,none,life insurance,none,rent,skilled,none,yes,good
365.0,18.0,2473.0,4.0,1.0,25.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,unemployed,male single,none,car,none,own,unemp/unskilled non res,none,yes,bad
366.0,12.0,1542.0,2.0,4.0,36.0,1.0,1.0,no checking,existing paid,business,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
367.0,18.0,3850.0,3.0,1.0,27.0,2.0,1.0,no checking,critical/other existing credit,used car,<100,4<=X<7,male single,none,car,none,own,skilled,none,yes,good
368.0,18.0,3650.0,1.0,4.0,22.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
369.0,36.0,3446.0,4.0,2.0,42.0,1.0,2.0,<0,existing paid,furniture/equipment,<100,>=7,male single,none,car,none,own,skilled,none,yes,bad
370.0,18.0,3001.0,2.0,4.0,40.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,good
371.0,36.0,3079.0,4.0,4.0,36.0,1.0,1.0,no checking,existing paid,new car,no known savings,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
372.0,18.0,6070.0,3.0,4.0,33.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
373.0,10.0,2146.0,1.0,3.0,23.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,good
374.0,60.0,13756.0,2.0,4.0,63.0,1.0,1.0,no checking,critical/other existing credit,new car,no known savings,>=7,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,good
375.0,60.0,14782.0,3.0,4.0,60.0,2.0,1.0,0<=X<200,all paid,other,100<=X<500,>=7,female div/dep/mar,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,bad
376.0,48.0,7685.0,2.0,4.0,37.0,1.0,1.0,<0,all paid,business,<100,4<=X<7,female div/dep/mar,guarantor,car,none,rent,skilled,none,yes,bad
377.0,18.0,2320.0,2.0,3.0,34.0,2.0,1.0,no checking,delayed previously,radio/tv,<100,unemployed,male mar/wid,none,real estate,none,own,skilled,none,yes,good
378.0,7.0,846.0,3.0,4.0,36.0,1.0,1.0,no checking,delayed previously,radio/tv,no known savings,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
379.0,36.0,14318.0,4.0,2.0,57.0,1.0,1.0,0<=X<200,existing paid,new car,<100,>=7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
380.0,6.0,362.0,4.0,4.0,52.0,2.0,1.0,no checking,critical/other existing credit,new car,100<=X<500,1<=X<4,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,good
381.0,20.0,2212.0,4.0,4.0,39.0,1.0,1.0,<0,existing paid,furniture/equipment,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
382.0,18.0,12976.0,3.0,4.0,38.0,1.0,1.0,0<=X<200,existing paid,used car,<100,unemployed,female div/dep/mar,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
383.0,22.0,1283.0,4.0,4.0,25.0,1.0,1.0,no checking,existing paid,new car,no known savings,4<=X<7,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,good
384.0,12.0,1330.0,4.0,1.0,26.0,1.0,1.0,>=200,existing paid,new car,<100,<1,male single,none,real estate,none,own,skilled,none,yes,good
385.0,30.0,4272.0,2.0,2.0,26.0,2.0,1.0,no checking,delayed previously,business,100<=X<500,1<=X<4,male single,none,life insurance,none,own,unskilled resident,none,yes,good
386.0,18.0,2238.0,2.0,1.0,25.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
387.0,18.0,1126.0,4.0,2.0,21.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,<1,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,good
388.0,18.0,7374.0,4.0,4.0,40.0,2.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,life insurance,stores,own,high qualif/self emp/mgmt,yes,yes,good
389.0,15.0,2326.0,2.0,4.0,27.0,1.0,1.0,0<=X<200,critical/other existing credit,business,500<=X<1000,1<=X<4,male single,none,car,bank,own,skilled,none,yes,good
390.0,9.0,1449.0,3.0,2.0,27.0,2.0,1.0,no checking,existing paid,business,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
391.0,18.0,1820.0,2.0,2.0,30.0,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male mar/wid,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
392.0,12.0,983.0,1.0,4.0,19.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,>=1000,<1,female div/dep/mar,none,real estate,none,rent,unskilled resident,none,yes,good
393.0,36.0,3249.0,2.0,4.0,39.0,1.0,2.0,<0,existing paid,new car,<100,4<=X<7,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,good
394.0,6.0,1957.0,1.0,4.0,31.0,1.0,1.0,<0,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
395.0,9.0,2406.0,2.0,3.0,31.0,1.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
396.0,39.0,11760.0,2.0,3.0,32.0,1.0,1.0,0<=X<200,delayed previously,education,100<=X<500,4<=X<7,male single,none,no known property,none,rent,skilled,yes,yes,good
397.0,12.0,2578.0,3.0,4.0,55.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,good
398.0,36.0,2348.0,3.0,2.0,46.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,male mar/wid,none,life insurance,none,own,skilled,yes,yes,good
399.0,12.0,1223.0,1.0,1.0,46.0,2.0,1.0,0<=X<200,existing paid,new car,<100,>=7,male div/sep,none,real estate,none,rent,skilled,none,yes,bad
400.0,24.0,1516.0,4.0,1.0,43.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
401.0,18.0,1473.0,3.0,4.0,39.0,1.0,1.0,no checking,existing paid,radio/tv,<100,<1,male mar/wid,none,real estate,none,own,skilled,yes,yes,good
402.0,18.0,1887.0,4.0,4.0,28.0,2.0,1.0,0<=X<200,critical/other existing credit,business,no known savings,1<=X<4,male mar/wid,none,real estate,bank,own,skilled,none,yes,good
403.0,24.0,8648.0,2.0,2.0,27.0,2.0,1.0,no checking,delayed previously,business,<100,<1,male single,none,car,bank,own,skilled,yes,yes,bad
404.0,14.0,802.0,4.0,2.0,27.0,2.0,1.0,no checking,delayed previously,new car,<100,1<=X<4,male single,none,car,none,own,unskilled resident,none,yes,good
405.0,18.0,2899.0,4.0,4.0,43.0,1.0,2.0,0<=X<200,delayed previously,new car,no known savings,>=7,male single,none,car,none,own,skilled,none,yes,good
406.0,24.0,2039.0,1.0,1.0,22.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,male mar/wid,none,life insurance,none,own,skilled,yes,yes,bad
407.0,24.0,2197.0,4.0,4.0,43.0,2.0,2.0,no checking,critical/other existing credit,used car,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
408.0,15.0,1053.0,4.0,2.0,27.0,1.0,1.0,<0,existing paid,radio/tv,<100,<1,male mar/wid,none,real estate,none,own,skilled,none,no,good
409.0,24.0,3235.0,3.0,2.0,26.0,1.0,1.0,no checking,existing paid,radio/tv,500<=X<1000,>=7,male div/sep,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
410.0,12.0,939.0,4.0,2.0,28.0,3.0,1.0,>=200,critical/other existing credit,new car,500<=X<1000,4<=X<7,male mar/wid,none,real estate,none,own,skilled,yes,yes,bad
411.0,24.0,1967.0,4.0,4.0,20.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,>=7,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
412.0,33.0,7253.0,3.0,2.0,35.0,2.0,1.0,no checking,critical/other existing credit,used car,<100,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
413.0,12.0,2292.0,4.0,2.0,42.0,2.0,1.0,no checking,critical/other existing credit,business,<100,unemployed,male single,none,car,stores,own,high qualif/self emp/mgmt,yes,yes,bad
414.0,10.0,1597.0,3.0,2.0,40.0,1.0,2.0,no checking,existing paid,new car,500<=X<1000,1<=X<4,male single,none,no known property,none,rent,unskilled resident,none,no,good
415.0,24.0,1381.0,4.0,2.0,35.0,1.0,1.0,<0,existing paid,new car,no known savings,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
416.0,36.0,5842.0,2.0,2.0,35.0,2.0,2.0,no checking,critical/other existing credit,used car,<100,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
417.0,12.0,2579.0,4.0,1.0,33.0,1.0,2.0,<0,existing paid,new car,<100,<1,male single,none,real estate,none,own,unskilled resident,none,yes,bad
418.0,18.0,8471.0,1.0,2.0,23.0,2.0,1.0,<0,delayed previously,education,no known savings,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,yes,yes,good
419.0,21.0,2782.0,1.0,2.0,31.0,1.0,1.0,no checking,existing paid,new car,500<=X<1000,4<=X<7,female div/dep/mar,none,car,bank,own,high qualif/self emp/mgmt,none,yes,good
420.0,18.0,1042.0,4.0,2.0,33.0,1.0,1.0,0<=X<200,existing paid,new car,no known savings,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
421.0,15.0,3186.0,2.0,3.0,20.0,1.0,1.0,no checking,existing paid,new car,>=1000,4<=X<7,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
422.0,12.0,2028.0,4.0,2.0,30.0,1.0,1.0,0<=X<200,existing paid,used car,no known savings,1<=X<4,male single,none,car,none,own,skilled,none,yes,good
423.0,12.0,958.0,2.0,3.0,47.0,2.0,2.0,0<=X<200,critical/other existing credit,new car,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,good
424.0,21.0,1591.0,4.0,3.0,34.0,2.0,1.0,no checking,delayed previously,furniture/equipment,100<=X<500,4<=X<7,male single,none,real estate,none,own,high qualif/self emp/mgmt,none,yes,good
425.0,12.0,2762.0,1.0,2.0,25.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,no known savings,>=7,female div/dep/mar,none,life insurance,bank,own,skilled,yes,yes,bad
426.0,18.0,2779.0,1.0,3.0,21.0,1.0,1.0,0<=X<200,existing paid,used car,<100,1<=X<4,male mar/wid,none,car,none,rent,skilled,yes,yes,good
427.0,28.0,2743.0,4.0,2.0,29.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,yes,good
428.0,18.0,1149.0,4.0,3.0,46.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
429.0,9.0,1313.0,1.0,4.0,20.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,>=7,male single,none,car,none,own,skilled,none,yes,good
430.0,18.0,1190.0,2.0,4.0,55.0,3.0,2.0,<0,critical/other existing credit,repairs,<100,unemployed,female div/dep/mar,none,no known property,none,for free,unemp/unskilled non res,none,yes,bad
431.0,5.0,3448.0,1.0,4.0,74.0,1.0,1.0,no checking,existing paid,business,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,good
432.0,24.0,11328.0,2.0,3.0,29.0,2.0,1.0,0<=X<200,existing paid,other,<100,1<=X<4,male single,co applicant,car,bank,own,high qualif/self emp/mgmt,yes,yes,bad
433.0,6.0,1872.0,4.0,4.0,36.0,3.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
434.0,24.0,2058.0,4.0,2.0,33.0,2.0,1.0,no checking,critical/other existing credit,repairs,<100,1<=X<4,male div/sep,none,real estate,none,own,skilled,yes,yes,good
435.0,9.0,2136.0,3.0,2.0,25.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
436.0,12.0,1484.0,2.0,1.0,25.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,1<=X<4,male mar/wid,none,real estate,none,own,skilled,yes,yes,bad
437.0,6.0,660.0,2.0,4.0,23.0,1.0,1.0,no checking,existing paid,repairs,500<=X<1000,4<=X<7,male mar/wid,none,real estate,none,rent,unskilled resident,none,yes,good
438.0,24.0,1287.0,4.0,4.0,37.0,2.0,1.0,no checking,critical/other existing credit,new car,>=1000,>=7,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
439.0,42.0,3394.0,4.0,4.0,65.0,2.0,1.0,<0,critical/other existing credit,repairs,<100,unemployed,male single,co applicant,car,none,own,unemp/unskilled non res,none,yes,good
440.0,12.0,609.0,4.0,1.0,26.0,1.0,1.0,>=200,all paid,business,<100,<1,female div/dep/mar,none,real estate,none,own,unemp/unskilled non res,none,yes,bad
441.0,12.0,1884.0,4.0,4.0,39.0,1.0,1.0,no checking,existing paid,new car,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
442.0,12.0,1620.0,2.0,3.0,30.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,co applicant,life insurance,none,own,skilled,none,yes,good
443.0,20.0,2629.0,2.0,3.0,29.0,2.0,1.0,0<=X<200,delayed previously,other,<100,1<=X<4,male single,none,car,bank,own,skilled,yes,yes,good
444.0,12.0,719.0,4.0,4.0,41.0,1.0,2.0,no checking,existing paid,education,<100,>=7,male single,none,car,bank,own,unskilled resident,none,yes,bad
445.0,48.0,5096.0,2.0,3.0,30.0,1.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
446.0,9.0,1244.0,4.0,4.0,41.0,2.0,1.0,no checking,critical/other existing credit,education,no known savings,>=7,female div/dep/mar,none,life insurance,none,rent,unskilled resident,none,yes,good
447.0,36.0,1842.0,4.0,4.0,34.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
448.0,7.0,2576.0,2.0,2.0,35.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,guarantor,real estate,none,own,skilled,none,yes,good
449.0,12.0,1424.0,3.0,4.0,55.0,1.0,1.0,>=200,existing paid,furniture/equipment,no known savings,>=7,female div/dep/mar,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
450.0,15.0,1512.0,3.0,3.0,61.0,2.0,1.0,0<=X<200,delayed previously,repairs,>=1000,1<=X<4,male mar/wid,none,life insurance,stores,own,skilled,none,yes,bad
451.0,36.0,11054.0,4.0,2.0,30.0,1.0,1.0,no checking,critical/other existing credit,used car,no known savings,1<=X<4,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
452.0,6.0,518.0,3.0,1.0,29.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
453.0,12.0,2759.0,2.0,4.0,34.0,2.0,1.0,no checking,no credits/all paid,furniture/equipment,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
454.0,24.0,2670.0,4.0,4.0,35.0,1.0,1.0,no checking,existing paid,used car,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
455.0,24.0,4817.0,2.0,3.0,31.0,1.0,1.0,<0,existing paid,new car,<100,4<=X<7,male single,co applicant,life insurance,none,own,skilled,yes,yes,bad
456.0,24.0,2679.0,4.0,1.0,29.0,1.0,1.0,no checking,existing paid,used car,<100,<1,female div/dep/mar,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
457.0,11.0,3905.0,2.0,2.0,36.0,2.0,2.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,rent,skilled,none,yes,good
458.0,12.0,3386.0,3.0,4.0,35.0,1.0,1.0,<0,existing paid,used car,<100,>=7,male single,none,no known property,none,for free,skilled,yes,yes,bad
459.0,6.0,343.0,4.0,1.0,27.0,1.0,1.0,<0,existing paid,domestic appliance,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
460.0,18.0,4594.0,3.0,2.0,32.0,1.0,1.0,no checking,existing paid,radio/tv,<100,<1,male single,none,car,none,own,skilled,yes,yes,good
461.0,36.0,3620.0,1.0,2.0,37.0,1.0,2.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,guarantor,life insurance,none,own,skilled,none,yes,good
462.0,15.0,1721.0,2.0,3.0,36.0,1.0,1.0,<0,existing paid,new car,<100,<1,male single,none,real estate,none,own,skilled,none,yes,good
463.0,12.0,3017.0,3.0,1.0,34.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,high qualif/self emp/mgmt,none,yes,good
464.0,12.0,754.0,4.0,4.0,38.0,2.0,1.0,0<=X<200,existing paid,retraining,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
465.0,18.0,1950.0,4.0,1.0,34.0,2.0,1.0,no checking,existing paid,business,<100,4<=X<7,male single,none,car,stores,own,skilled,yes,yes,good
466.0,24.0,2924.0,3.0,4.0,63.0,1.0,2.0,<0,existing paid,used car,<100,1<=X<4,male single,guarantor,no known property,bank,own,skilled,yes,yes,good
467.0,24.0,1659.0,4.0,2.0,29.0,1.0,1.0,<0,delayed previously,radio/tv,<100,<1,female div/dep/mar,none,car,none,rent,unskilled resident,yes,yes,bad
468.0,48.0,7238.0,3.0,3.0,32.0,2.0,2.0,no checking,delayed previously,radio/tv,no known savings,>=7,male single,none,car,bank,own,skilled,none,yes,good
469.0,33.0,2764.0,2.0,2.0,26.0,2.0,1.0,no checking,delayed previously,business,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
470.0,24.0,4679.0,3.0,3.0,35.0,2.0,1.0,no checking,delayed previously,used car,<100,4<=X<7,male single,none,car,none,own,unskilled resident,yes,yes,good
471.0,24.0,3092.0,3.0,2.0,22.0,1.0,1.0,0<=X<200,existing paid,radio/tv,100<=X<500,<1,male mar/wid,none,car,none,rent,skilled,yes,yes,bad
472.0,6.0,448.0,4.0,4.0,23.0,1.0,1.0,<0,existing paid,education,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
